"Freq","KAach","KEach","DVach","EC50ach","m2max","chemax","IC50m2","IC50che","KAunk","KEunk","DVunk","EC50unk","MAXunk","test_freq","SS"
"",0.3,2.932083,1.953569,6,5.383,0.951944008500239,0.596627397301267,7.10861939213357,21.8044362350827,1,1,7,5,0,0.3,2.30783035451859e-05
"",0.3,2.932083,1.953569,6,5.383,0.948469138571616,0.594024705337424,7.11373104003116,21.8149942163351,1,1,7,5,0,0.3,2.31137357848074e-05
"",0.3,2.932083,1.953569,6,5.383,1.01048428977714,0.750653012713684,7.0275517760905,22.4461148099685,1,1,7,5,0,0.3,1.45580881518501e-05
"",0.3,2.932083,1.953569,6,5.383,1.0042950771465,0.657750001081309,7.05174137065391,24.2028435325685,1,1,7,5,0,0.3,1.97727100255378e-05
"",0.3,2.932083,1.953569,6,5.383,0.968696182722642,0.724022012985852,7.01479702752112,7.06231159944565,1,1,7,5,0,0.3,2.37028606295989e-05
"",0.3,2.932083,1.953569,6,5.383,1.0089325565093,0.741102847381765,7.04648096143468,23.6398904415887,1,1,7,5,0,0.3,1.46519536539093e-05
"",0.3,2.932083,1.953569,6,5.383,1.00792089598583,0.770426345804264,7.07643008378678,30.3180245993571,1,1,7,5,0,0.3,1.43614482787878e-05
"",0.3,2.932083,1.953569,6,5.383,1.00908946905052,0.697723783079094,6.99996324406302,21.9316695177871,1,1,7,5,0,0.3,1.63859879440462e-05
"",0.3,2.932083,1.953569,6,5.383,1.01092260010995,0.72608704457457,7.00315779387252,22.3633312472951,1,1,7,5,0,0.3,1.48176015590816e-05
"",0.3,2.932083,1.953569,6,5.383,0.943390077271717,0.597860011883565,7.0845855994076,25.7833240117529,1,1,7,5,0,0.3,2.31247498635718e-05
"",0.3,2.932083,1.953569,6,5.383,0.965855592108601,0.717867553338036,6.99922349126867,7.10625422168985,1,1,7,5,0,0.3,2.35121247514949e-05
"",0.3,2.932083,1.953569,6,5.383,0.95520559478965,0.75248241465926,7.0564650869609,7,1,1,7,5,0,0.3,2.41371351303985e-05
"",0.3,2.932083,1.953569,6,5.383,1.00402089661442,0.635632557406972,6.98652583705731,30.5801913904275,1,1,7,5,0,0.3,2.07542586769357e-05
"",0.3,2.932083,1.953569,6,5.383,0.967041659669518,0.594950783176168,7.03892919878982,22.0031944489956,1,1,7,5,0,0.3,2.2677206754995e-05
"",0.3,2.932083,1.953569,6,5.383,0.953126575008536,0.595501722607392,7.06535845501848,25.5042696997323,1,1,7,5,0,0.3,2.29003442042496e-05
"",0.3,2.932083,1.953569,6,5.383,0.970048617037417,0.597538170455422,7.02503843545708,22.4130452939178,1,1,7,5,0,0.3,2.259749823209e-05
"",0.3,2.932083,1.953569,6,5.383,0.947101774557927,0.692660555044269,7.11697335214069,7.23364946993872,1,1,7,5,0,0.3,2.40050452993112e-05
"Freq","KAach","KEach","DVach","EC50ach","m2max","chemax","IC50m2","IC50che","KAunk","KEunk","DVunk","EC50unk","MAXunk","test_freq","SS"
"finalparamsDF",0.7,2.932083,1.953569,6,5.383,0.890412651994184,0.433998854593476,6.66484786644698,6.99520009225697,1,1,7,5,0,0.7,1.40587518914869e-05
"",0.7,2.932083,1.953569,6,5.383,0.858524641266204,0.365375640871269,6.74142393643174,22.8469111031747,1,1,7,5,0,0.7,1.39918481502946e-05
"",0.7,2.932083,1.953569,6,5.383,0.865409562417861,0.366535085732692,6.77776147062563,21.9622595919194,1,1,7,5,0,0.7,1.3989525611535e-05
"",0.7,2.932083,1.953569,6,5.383,0.879027309625557,0.365710945242378,6.72419251928022,21.357144833569,1,1,7,5,0,0.7,1.39531598118743e-05
"",0.7,2.932083,1.953569,6,5.383,0.872623634729724,0.430990354320778,6.73282600808828,7.00085543053576,1,1,7,5,0,0.7,1.4098620579118e-05
"",0.7,2.932083,1.953569,6,5.383,0.870074947197875,0.431538109305831,6.73819577444589,7.00943414030394,1,1,7,5,0,0.7,1.41020217058542e-05
"",0.7,2.932083,1.953569,6,5.383,0.857651975798203,0.426637418467137,6.79953221005242,7.05320618437494,1,1,7,5,0,0.7,1.41395629661819e-05
"",0.7,2.932083,1.953569,6,5.383,0.883877718165141,0.414362948989847,6.70309822056606,7.12696108791301,1,1,7,5,0,0.7,1.40460644480038e-05
"",0.7,2.932083,1.953569,6,5.383,0.886218977235522,0.529194103637619,6.68235750854167,6.59783740788435,1,1,7,5,0,0.7,1.42145752411805e-05
"",0.7,2.932083,1.953569,6,5.383,0.895588189226869,0.400486515114509,6.69145095945473,7.29360883138859,1,1,7,5,0,0.7,1.4014028257461e-05
"",0.7,2.932083,1.953569,6,5.383,0.890091017232243,0.363202433437325,6.67871125414278,28.9452210415221,1,1,7,5,0,0.7,1.39299141417031e-05
"",0.7,2.932083,1.953569,6,5.383,0.863639027403562,0.536318302364471,6.74433970809506,6.57856253368759,1,1,7,5,0,0.7,1.42721848503566e-05
"",0.7,2.932083,1.953569,6,5.383,0.880189966577965,0.406774817384606,6.71064686949746,7.15210960094297,1,1,7,5,0,0.7,1.40540834912323e-05
"",0.7,2.932083,1.953569,6,5.383,0.871620698166354,0.397685290537039,6.75115310766368,7.3403081842796,1,1,7,5,0,0.7,1.40432867183767e-05
"",0.7,2.932083,1.953569,6,5.383,0.876831656480276,0.437519456166738,6.70538993867055,6.9562592271428,1,1,7,5,0,0.7,1.40937651003631e-05
"",0.7,2.932083,1.953569,6,5.383,0.893288483260049,0.365713523040197,6.69071654956141,26.6688111895073,1,1,7,5,0,0.7,1.39316208175681e-05
"",0.7,2.932083,1.953569,6,5.383,0.844350200510511,0.365677371569843,6.86311377580273,28.9505765129573,1,1,7,5,0,0.7,1.40492440798223e-05
"",0.7,2.932083,1.953569,6,5.383,0.885363460003374,0.476473937697398,6.64756508036374,6.76962071164159,1,1,7,5,0,0.7,1.41423490285847e-05
"",0.7,2.932083,1.953569,6,5.383,0.901758790284994,0.418002173802081,6.65650951778459,7.12277789125141,1,1,7,5,0,0.7,1.40190933713222e-05
"",0.7,2.932083,1.953569,6,5.383,0.878730256100224,0.363602191203613,6.72001467548931,21.7023857971053,1,1,7,5,0,0.7,1.39531691501544e-05
"",0.7,2.932083,1.953569,6,5.383,0.88020415652655,0.438781790650266,6.70957820379542,6.9410359472251,1,1,7,5,0,0.7,1.40995109031349e-05
"",0.7,2.932083,1.953569,6,5.383,0.877740408036375,0.492765561416205,6.70487177698998,6.70838994836833,1,1,7,5,0,0.7,1.41804633641642e-05
"",0.7,2.932083,1.953569,6,5.383,0.878160065641153,0.579159800573585,6.69698021572216,6.47860754959395,1,1,7,5,0,0.7,1.42886866827653e-05
"",0.7,2.932083,1.953569,6,5.383,0.894279000644389,0.366356815132093,6.67577163812341,22.5916974111347,1,1,7,5,0,0.7,1.39225365559602e-05
"",0.7,2.932083,1.953569,6,5.383,0.904665809008455,0.431176278431423,6.64439319117308,7.00024729537703,1,1,7,5,0,0.7,1.40371468195114e-05
"",0.7,2.932083,1.953569,6,5.383,0.884068196299117,0.501672423187579,6.69444454346194,6.68463921887756,1,1,7,5,0,0.7,1.41845777161696e-05
"",0.7,2.932083,1.953569,6,5.383,0.86171253283833,0.519994446133751,6.78610085825145,6.62416617219857,1,1,7,5,0,0.7,1.42935680896795e-05
"",0.7,2.932083,1.953569,6,5.383,0.870133686847563,0.438264357682516,6.73218805758459,6.95187457431324,1,1,7,5,0,0.7,1.41128992936242e-05
"",0.7,2.932083,1.953569,6,5.383,0.844700336030866,0.415869688516088,6.82245680143081,7.1159944441339,1,1,7,5,0,0.7,1.41381396964132e-05
"",0.7,2.932083,1.953569,6,5.383,0.867859057892796,0.365801524629544,6.7094581018792,27.4041021087508,1,1,7,5,0,0.7,1.39746261891016e-05
"",0.7,2.932083,1.953569,6,5.383,0.866049850747172,0.452362303277543,6.75444505166155,6.88958717412556,1,1,7,5,0,0.7,1.41516187420747e-05
"",0.7,2.932083,1.953569,6,5.383,0.892659638577059,0.415102200782568,6.67158035546384,7.11473222714617,1,1,7,5,0,0.7,1.40277522796744e-05
"",0.7,2.932083,1.953569,6,5.383,0.865468429970673,0.426317190725105,6.77410454337962,7.02791864628765,1,1,7,5,0,0.7,1.41245857821264e-05
"",0.7,2.932083,1.953569,6,5.383,0.886194560375757,0.44441629017964,6.68329449718774,6.91423306127401,1,1,7,5,0,0.7,1.40891226325625e-05
"",0.7,2.932083,1.953569,6,5.383,0.890136972832149,0.429187255367548,6.6816576425446,7.00403443971196,1,1,7,5,0,0.7,1.40613357408376e-05
"",0.7,2.932083,1.953569,6,5.383,0.865428083926293,0.454254282086106,6.74257158894226,6.85543583281482,1,1,7,5,0,0.7,1.41534940709514e-05
"",0.7,2.932083,1.953569,6,5.383,0.868643577031983,0.366544226409891,6.74651176491419,21.8552941042437,1,1,7,5,0,0.7,1.39707495713639e-05
"",0.7,2.932083,1.953569,6,5.383,0.872253592421931,0.409740269186895,6.73389291679331,7.20044227597327,1,1,7,5,0,0.7,1.40563937751185e-05
"",0.7,2.932083,1.953569,6,5.383,0.87860962250082,0.365770470478268,6.71836218624292,22.1705892785748,1,1,7,5,0,0.7,1.39505904854703e-05
"",0.7,2.932083,1.953569,6,5.383,0.867954893806024,0.366490432074024,6.76694596588314,20.7796301666404,1,1,7,5,0,0.7,1.3981996708378e-05
"",0.7,2.932083,1.953569,6,5.383,0.895509837831401,0.364668756757567,6.68239978111899,21.1630032016737,1,1,7,5,0,0.7,1.39267731593733e-05
"",0.7,2.932083,1.953569,6,5.383,0.878499067013061,0.366638343333431,6.74182567516925,25.516240439051,1,1,7,5,0,0.7,1.39663773334684e-05
"",0.7,2.932083,1.953569,6,5.383,0.882655358631624,0.402390519772695,6.70845622219432,7.2672676672746,1,1,7,5,0,0.7,1.4023470177408e-05
"",0.7,2.932083,1.953569,6,5.383,0.879505617496564,0.580297740986433,6.69226728052951,6.48057999351249,1,1,7,5,0,0.7,1.42836012904015e-05
"",0.7,2.932083,1.953569,6,5.383,0.894111833518253,0.366487297199941,6.69379950943038,22.1093921600606,1,1,7,5,0,0.7,1.393499756649e-05
"",0.7,2.932083,1.953569,6,5.383,0.883018537351126,0.426895597166016,6.68716899488589,7.02698596595959,1,1,7,5,0,0.7,1.40622601975714e-05
"",0.7,2.932083,1.953569,6,5.383,0.897279977132487,0.426929753970665,6.66720004861972,7.05429541814629,1,1,7,5,0,0.7,1.40433054285878e-05
"",0.7,2.932083,1.953569,6,5.383,0.887261545646919,0.373998042455477,6.6876655447738,8.0398614469372,1,1,7,5,0,0.7,1.39490607488487e-05
"",0.7,2.932083,1.953569,6,5.383,0.877813642213888,0.417666051307919,6.69416004414764,7.0916231927788,1,1,7,5,0,0.7,1.40565135369074e-05
"",0.7,2.932083,1.953569,6,5.383,0.852576920924016,0.393035541521016,6.81783460379974,7.39802692191394,1,1,7,5,0,0.7,1.40821101490066e-05
"",0.7,2.932083,1.953569,6,5.383,0.85483179552168,0.416268033035587,6.8067409389947,7.14588885192849,1,1,7,5,0,0.7,1.41236275218631e-05
"",0.7,2.932083,1.953569,6,5.383,0.854553089164269,0.493841460777812,6.7836988664318,6.70353010651107,1,1,7,5,0,0.7,1.42439919288773e-05
"",0.7,2.932083,1.953569,6,5.383,0.893161256387837,0.367267894855523,6.6832748092734,25.8308998391668,1,1,7,5,0,0.7,1.39271773353916e-05
"",0.7,2.932083,1.953569,6,5.383,0.868267365134836,0.365379063969682,6.75642524071774,21.8390546787037,1,1,7,5,0,0.7,1.39753849957406e-05
"",0.7,2.932083,1.953569,6,5.383,0.863936840872845,0.458811018500723,6.75013392092935,6.84189901078495,1,1,7,5,0,0.7,1.4162455974263e-05
"",0.7,2.932083,1.953569,6,5.383,0.876822407445685,0.445636062538527,6.69655772476291,6.91196619489013,1,1,7,5,0,0.7,1.41046330972985e-05
"",0.7,2.932083,1.953569,6,5.383,0.884595781795298,0.367556584418503,6.73379828283253,22.6956089929472,1,1,7,5,0,0.7,1.39665240776221e-05
"",0.7,2.932083,1.953569,6,5.383,0.869103849707281,0.415524032177217,6.74756931097498,7.12055635166253,1,1,7,5,0,0.7,1.40795106564512e-05
"",0.7,2.932083,1.953569,6,5.383,0.869905415196965,0.365601779567987,6.75856284928127,24.6448907125771,1,1,7,5,0,0.7,1.39762072224389e-05
"",0.7,2.932083,1.953569,6,5.383,0.890105077792576,0.363771745360674,6.69744195224899,22.1770338506196,1,1,7,5,0,0.7,1.39375501026702e-05
"",0.7,2.932083,1.953569,6,5.383,0.865295104951301,0.367185835354606,6.77718873973202,23.1300122548586,1,1,7,5,0,0.7,1.3989525117774e-05
"",0.7,2.932083,1.953569,6,5.383,0.85940546352534,0.366084702971748,6.80045900693471,24.8819439952553,1,1,7,5,0,0.7,1.40052331403158e-05
"",0.7,2.932083,1.953569,6,5.383,0.885206409302289,0.430764905249055,6.67349741369969,7.01092862566078,1,1,7,5,0,0.7,1.40625186915914e-05
"",0.7,2.932083,1.953569,6,5.383,0.889374674283263,0.413310068914486,6.72609118178964,7.1274124180087,1,1,7,5,0,0.7,1.40872533494959e-05
"",0.7,2.932083,1.953569,6,5.383,0.903932280500794,0.39969211325961,6.63215831120779,7.27484238129179,1,1,7,5,0,0.7,1.39783831594195e-05
"",0.7,2.932083,1.953569,6,5.383,0.876690709796189,0.428544019434207,6.69765023209261,7.04625060612717,1,1,7,5,0,0.7,1.40763654273096e-05
"",0.7,2.932083,1.953569,6,5.383,0.884036876880249,0.366814654224296,6.73135146573955,21.5834634952849,1,1,7,5,0,0.7,1.3962217112927e-05
"",0.7,2.932083,1.953569,6,5.383,0.853681874563853,0.377393359140048,6.79661430441957,7.89015121257683,1,1,7,5,0,0.7,1.40314247629162e-05
"",0.7,2.932083,1.953569,6,5.383,0.909524357217035,0.43090449655118,6.63252914816216,7,1,1,7,5,0,0.7,1.40295832208931e-05
"",0.7,2.932083,1.953569,6,5.383,0.884767128590392,0.374586042407366,6.70778779260434,7.95863774544894,1,1,7,5,0,0.7,1.39612341570027e-05
"",0.7,2.932083,1.953569,6,5.383,0.899257714491955,0.430801331429161,6.65895096659931,7.01309945584941,1,1,7,5,0,0.7,1.4044532455035e-05
"",0.7,2.932083,1.953569,6,5.383,0.881196756611909,0.37752516567174,6.72447349315293,7.84973927124416,1,1,7,5,0,0.7,1.39783497700038e-05
