finalparamsDF,0.1,2.426859658,1.29687868,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099505235,2.01E-07
,0.1,2.792690306,1.473591157,6.009303747,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099224861,0.000210062
,0.1,2.698201662,1.487110316,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.09924469,0.000210245
,0.1,2.897931881,1.407797933,6.019643245,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099230512,0.000209176
,0.1,2.786978765,1.495975371,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099190502,0.000211009
,0.1,2.773194937,1.500459021,6.001207515,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099196641,0.000210834
,0.1,2.684156631,1.425699325,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099307384,0.000211614
,0.1,2.519555804,1.473049937,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099355001,0.000211574
,0.1,2.349516593,1.429264251,6.006012631,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099505109,0.000216762
,0.1,2.742319405,1.486231773,6.008719147,5.383,0.5,0.5,7,7,1,1,7,5,0,0.09922483,0.000210264
,0.1,2.060464718,1.429007235,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099696395,0.000228285
,0.1,2.312049537,1.451534937,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099501096,0.000216738
,0.1,2.521189975,1.471349758,6.006725805,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099354388,0.000211441
,0.1,2.947779275,1.279366719,6.047337513,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099346941,0.000208619
,0.1,2.656469705,1.483840679,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099271116,0.000210419
,0.1,2.690999586,1.48660718,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099248023,0.000210399
,0.1,2.68741479,1.487604188,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099252149,0.00021037
,0.1,1.935413738,1.419531059,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099804903,0.000236222
,0.1,2.622419009,1.465798671,6.009134773,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099303278,0.000210385
,0.1,2.796625988,1.491842549,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099186695,0.000211098
,0.1,2.436791895,1.461652954,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099409136,0.000213155
,0.1,2.713023057,1.489472101,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099234339,0.000210389
,0.1,1.844673299,1.407081977,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099896283,0.000243098
,0.1,2.790147104,1.442588161,6.01108723,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099240866,0.00020961
,0.1,2.808615396,1.441839384,6.010083329,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099240626,0.000209685
,0.1,2.619944115,1.476754506,6.000497623,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099297745,0.000210654
,0.1,2.716812576,1.48621414,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099229883,0.000210458
,0.1,2.709758314,1.488874415,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099235307,0.000210375
,0.1,2.224199604,1.44344073,6.001759499,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099578697,0.00022085
,0.1,2.74826387,1.508063174,6.000909598,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099198711,0.000210869
,0.1,2.108528874,1.435903693,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099645063,0.000224846
,0.1,2.551510027,1.469419587,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099336741,0.00021117
,0.1,2.090115273,1.429918428,6.001531134,5.383,0.5,0.5,7,7,1,1,7,5,0,0.09967608,0.000226826
,0.1,2.555279738,1.471122543,6,5.383,0.5,0.5,7,7,1,1,7,5,0,0.099331436,0.000211112
