"finalparamsDF",0.3,1.954,1.583,6,5.383,0.950854117049131,0.518374105170528,6.9256561276373,7,1,1,7,5,0,0.3,3.92552724994666e-06
"X",0.3,1.954,1.583,6,5.383,0.973589928890636,0.509151560213004,6.87160783540649,7.07297833130669,1,1,7,5,0,0.3,3.85737213650295e-06
"X.1",0.3,1.954,1.583,6,5.383,1,0.931590288156665,7,6.78627260204404,1,1,7,5,0,0.3,3.63153360240087e-06
"X.2",0.3,1.954,1.583,6,5.383,0.95395329426992,0.523788412737402,6.94929057011414,7.00388797814637,1,1,7,5,0,0.3,3.92939899041918e-06
"X.3",0.3,1.954,1.583,6,5.383,0.954972081098213,0.502248055179116,6.89504896266799,7.07803317759739,1,1,7,5,0,0.3,3.90804408247125e-06
"X.4",0.3,1.954,1.583,6,5.383,0.951803684891135,0.522292999264487,6.9541318859807,7,1,1,7,5,0,0.3,3.93477572599598e-06
"finalparamsDF",0.7,1.954,1.583,6,5.383,0.820706874014984,0.677368261168289,6.43321175228197,5.28537883106233,1,1,7,5,0,0.7,6.17941991235371e-06
"X",0.7,1.954,1.583,6,5.383,0.765402623546455,0.421693202540587,6.49661914387825,5.51317337140918,1,1,7,5,0,0.7,6.21026698622665e-06
"X.1",0.7,1.954,1.583,6,5.383,0.837762287073981,0.156946554123811,6.41612322124807,6.08588036536705,1,1,7,5,0,0.7,6.16124145351605e-06
"X.2",0.7,1.954,1.583,6,5.383,0.837478590512367,2.34743155771393,6.3794359800763,4.71553013630216,1,1,7,5,0,0.7,6.17180777456479e-06
"X.3",0.7,1.954,1.583,6,5.383,1,0.707271665914811,6.9444184201432,13.8278669443656,1,1,7,5,0,0.7,7.86204409574145e-06
"X.4",0.7,1.954,1.583,6,5.383,0.848430135732012,0.454705109711578,6.39329801323896,5.47902214631879,1,1,7,5,0,0.7,6.16513580187308e-06
