KAach,KEach,DVach,EC50ach,m2max,chemax,IC50m2,IC50che,KAunk,KEunk,DVunk,EC50unk,MAXunk,test_freq,SS,
0.3,0.29104513,0.726725274,5.970931795,5.383,0,0,7,7,1,1,7,5,0,0.3,1.58E-05
0.3,0.299676728,0.677956174,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.299784237,0.677441193,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.301002748,0.677567027,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300640141,0.677365078,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.299281522,0.676693822,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.29987331,0.676727912,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300456245,0.677228507,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.302363797,0.67976638,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300753517,0.677447527,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.301893354,0.669945995,6.004888769,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300154576,0.677887806,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.299851234,0.676311984,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.30062386,0.677352338,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.322811428,0.597175962,6.05548573,5.383,0,0,7,7,1,1,7,5,0,0.3,1.56E-05
0.3,0.299767704,0.677577515,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.367970292,0.498122999,6.136944463,5.383,0,0,7,7,1,1,7,5,0,0.3,1.55E-05
0.3,0.300501365,0.676462377,6.001562582,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300425454,0.677981261,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.298947711,0.677333434,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.325489799,0.59616942,6.060103976,5.383,0,0,7,7,1,1,7,5,0,0.3,1.56E-05
0.3,0.300556274,0.677741352,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300132756,0.683989762,5.996184827,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.299804841,0.676941307,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300795713,0.677671951,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.301855297,0.676343306,6,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.300968913,0.678276054,6.001748213,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
0.3,0.301719582,0.676650317,6.003899139,5.383,0,0,7,7,1,1,7,5,0,0.3,1.57E-05
