"","X0.1HZ","X0.3HZ","X1HZ","X3HZ","X10HZ","Tissue","var","Capsaicin"
"1",8.9865454866986,29.9331589289744,37.0490676122247,41.7615560254015,25.8434024733555,1,"Simple",1
"2",14.1640014935408,51.7138351783691,7.7521011785924,9.94213764056791,5.21427505183111,1,"Complex",1
"3",1.71186778662566,5.79605540299536,2.06594741119529,10.9127965547128,13.6513087713377,2,"Simple",1
"4",1.59468590503449,7.18918899969156,1.11435650920551,7.85711655583053,20.1058056072077,2,"Complex",1
"5",3.89424805472321,9.10428744302669,10.1511270873576,100.700930516783,55.4330324839108,5,"Simple",1
"6",10.7562082486256,23.4042886974944,42.5289809047187,98.5157154465526,21.1470913227776,5,"Complex",1
"7",3.37747382824022,11.3711294757832,28.3670619725213,31.7197123713906,15.8864256038989,7,"Simple",1
"8",2.66007396169868,12.7688143842812,39.0989144118484,2.80756988994274,7.71502813964948,7,"Complex",1
"9",1.62111914345767,10.182131806258,16.2246296726071,52.9663699886881,203.439179009049,1,"Simple",0
"10",1.82738827476822,8.93760593800786,7.25875118333763,162.393153993258,428.078489996057,1,"Complex",0
"11",1.35841598435316,6.95156212391529,5.78421896580475,38.5599376277775,126.821760963422,2,"Simple",0
"12",1.46983871458709,5.01689960802281,7.53026699160695,73.0673068782988,191.546619677974,2,"Complex",0
"13",0.791752959718733,7.88363380941982,13.6908483148991,47.3764269171449,129.897802303088,5,"Simple",0
"14",0.632996874191141,8.13158864751204,9.3750821297949,122.044903751267,295.52498451718,5,"Complex",0
"15",1.61513958456767,11.0313402217863,26.0184196539343,32.2388942328494,118.104403456364,7,"Simple",0
"16",1.56468700728169,11.7771763976885,18.78441946639,49.7010776394173,96.7510814199135,7,"Complex",0
