Time,0.1HZ,0.3HZ,0.7HZ,1HZ,3HZ,7HZ,10HZ,15HZ,30HZ,
11.32,392.727997,384.182007,561.348022,575.196045,617.198975,748.737976,791.502991,981.411011,1178.410034,
11.34,390.553009,382.503998,561.005005,576.645996,616.931946,748.776001,792.190002,982.020996,1178.570068,
11.36,388.875,381.169006,560.776001,577.447021,617.007996,749.234009,792.609985,982.898987,1178.640015,
11.38,387.082001,379.795013,558.448975,577.752014,616.779053,749.424988,792.685974,983.317993,1178.869995,
11.4,385.44101,378.421997,557.265991,578.095947,616.626953,750.072998,793.143982,983.585022,1178.869995,
11.42,384.144012,377.505981,556.351013,577.943054,617.16095,750.911987,793.753967,984.539001,1178.949951,
11.44,382.656006,376.475983,554.596008,577.256042,617.084045,751.140991,794.05896,985.034973,1178.98999,
11.46,380.710999,375.065002,552.078003,575.539978,617.275024,751.33197,794.708008,985.645996,1179.059937,
11.48,379.222992,373.843994,550.018005,574.204041,618.152954,751.52301,795.355957,986.179993,1179.140015,
11.5,377.696991,372.738007,547.613953,572.906982,618.343018,751.981018,795.776001,987.094971,1179.290039,
11.52,376.208984,371.746002,545.019958,570.657043,618.495972,751.903992,796.271973,987.209961,1179.440063,
11.54,375.102997,370.601013,542.235046,568.215027,619.144043,752.515015,797.150024,987.514954,1179.440063,
11.56,373.501007,369.34201,538.534973,565.545044,619.678955,752.820007,797.492981,987.934998,1179.640015,
11.58,372.126984,368.57901,535.559021,563.103027,619.907043,753.086975,797.76001,988.391968,1179.859985,
11.6,370.983002,367.893005,532.202026,560.242004,619.983948,753.658997,798.218018,988.391968,1180.089966,
11.62,369.380005,366.710022,529.036011,557.762024,620.365051,753.888,798.865967,988.888,1179.829956,
11.64,368.274017,365.604004,526.440979,554.825012,620.289001,754.154968,799.247986,989.192993,1180.170044,
11.66,367.320007,364.421021,523.504028,551.619995,619.869019,754.765991,799.591003,989.346008,1180.51001,
11.68,366.175995,363.46701,519.421997,548.263,619.869019,755.146973,800.391968,989.765991,1180.969971,
11.7,365.298004,363.162018,516.21698,545.210999,619.907043,755.375977,800.697021,990.146973,1181.049927,
11.72,364.230011,362.361023,512.592957,541.929993,619.71698,755.833984,800.963989,990.338013,1181.470093,
11.74,362.933014,361.483978,509.350006,538.611023,619.945984,756.290955,801.27002,990.48999,1181.660034,
11.76,361.94101,360.759003,505.536011,535.330017,620.059998,756.63501,802.070984,990.567017,1181.470093,
11.78,360.796997,359.919006,501.91098,531.820984,620.327026,756.864014,802.375977,990.833984,1182.039917,
11.8,359.919006,359.30899,498.477997,528.311035,621.204041,757.511963,802.833984,990.718994,1182.27002,
11.82,359.118011,358.583984,494.43399,524.992004,621.929016,757.856018,803.138977,991.101013,1182.569946,
11.84,358.432007,357.820984,491.648987,521.825012,622.386963,758.083984,803.673035,991.177002,1182.919922,
11.86,357.669006,357.057983,488.292023,518.621033,622.959045,758.541992,803.864014,991.024963,1183.030029,
11.88,356.790985,356.332977,484.401001,515.721008,623.799011,758.924011,804.207031,991.367981,1183.449951,
11.9,356.027985,355.609009,481.653992,513.700012,624.294983,758.924011,804.932007,991.710999,1183.560059,
11.92,355.03598,354.884003,478.067993,511.906982,624.562012,758.924011,805.161011,991.710999,1183.680054,
11.94,354.121002,354.806976,475.244995,511.487,624.867004,759.533997,805.580017,992.054993,1183.910034,
11.96,353.509979,354.196991,472.230988,511.906982,624.791016,760.067993,805.962036,992.511963,1184.140015,
11.98,352.975983,353.43399,470.057007,513.546997,624.713989,760.296997,806.458008,992.588989,1183.97998,
12,352.174988,353.242981,467.272003,515.682983,624.867004,760.869019,806.838989,992.588989,1183.910034,
12.02,350.992004,352.441986,463.990997,518.850037,625.057983,761.403992,807.259033,993.007996,1183.910034,
12.04,350.343994,351.869995,461.243988,522.512024,624.942993,761.593994,807.641052,992.740967,1184.02002,
12.06,349.847992,351.182983,458.878998,527.356995,625.019043,761.976013,807.946045,992.932007,1184.209961,
12.08,349.428009,350.992004,456.285004,532.622009,624.980957,762.739014,807.90802,993.237,1184.369995,
12.1,348.971008,350.268005,453.958008,538.153015,625.171997,762.739014,808.327026,993.085022,1184.25,
12.12,348.665009,350.039001,451.89801,543.684998,625.667969,763.27301,808.632019,993.314026,1184.589966,
12.14,347.75,350.039001,450.143005,548.758972,626.010986,763.731018,809.090027,993.732971,1184.669922,
12.16,346.796021,349.161011,449.609009,554.367004,626.659973,764.112,809.281006,994.304993,1184.329956,
12.18,346.071014,348.39801,450.714996,559.364014,627.002991,764.684021,809.51001,994.153015,1184.47998,
12.2,345.575012,347.864014,452.889008,563.828003,627.38501,765.408997,809.739014,994.533997,1184.369995,
12.22,345.308014,347.940002,455.789001,568.177002,627.651978,765.752014,810.348999,994.611023,1184.900024,
12.24,344.927002,347.253998,459.526978,571.801025,628.14801,766.02002,810.348999,994.495972,1184.939941,
12.26,344.469025,346.910004,464.525024,574.815002,628.377014,766.363037,810.958984,995.029968,1184.669922,
12.28,343.858978,346.987,469.865997,577.485046,628.682007,767.050049,810.998047,995.487976,1185.170044,
12.3,343.401001,345.994995,477.037994,579.888977,628.490967,767.851013,811.112,995.411987,1185.199951,
12.32,343.172028,345.727997,484.134003,581.14801,628.60498,768.536987,811.723022,995.411987,1184.859985,
12.34,342.599976,345.652008,491.802002,582.177979,628.528992,768.728027,812.142029,996.518005,1185.050049,
12.36,341.722015,345.041016,499.54599,582.75,628.377014,768.843018,812.371033,996.747009,1185.01001,
12.38,341.264008,344.736023,507.480988,582.787964,628.528992,769.528992,812.371033,996.708984,1185.130005,
12.4,341.073975,344.202026,515.302002,582.55896,628.528992,770.445007,812.829041,997.31897,1185.279907,
12.42,340.539978,343.744019,523.161011,581.719971,628.719971,770.596985,812.981018,997.356995,1185.590088,
12.44,340.119995,343.401001,530.371033,580.651978,629.100952,770.636047,813.210022,997.739014,1186.159912,
12.46,339.548004,342.866974,536.551025,579.31604,629.216003,771.208008,813.401001,998.197021,1186.079956,
12.48,339.089996,342.52301,542.388,577.599976,629.863953,772.046997,814.011963,998.502014,1186.540039,
12.5,338.975006,342.752014,547.958008,575.501953,630.588989,772.619019,813.897034,998.997986,1186.77002,
12.52,338.898987,342.294006,553.070007,573.55603,631.276001,772.885986,814.507019,999.455994,1186.579956,
12.54,338.669983,341.76001,557.265991,571.153015,631.847961,773.039001,815.30896,1000.069946,1187,
12.56,338.059998,341.531006,560.661011,568.406006,632.687988,773.419983,815.347046,1000.26001,1187.569946,
12.58,337.563995,341.073975,563.52301,565.429993,633.489014,773.687988,815.614014,1000.560059,1187.76001,
12.6,337.105988,340.730011,566.308044,563.103027,633.411987,774.335999,816.03302,1001.669983,1187.98999,
12.62,336.458008,340.119995,568.215027,560.432983,633.794006,774.412964,816.03302,1001.73999,1188.300049,
12.64,336.418976,339.700012,569.320984,556.999023,634.060974,774.565002,816.262024,1002.130005,1188.300049,
12.66,336.418976,339.623993,569.894043,554.099976,633.640991,774.984985,816.757996,1002.769958,1188.449951,
12.68,336.266998,339.433014,569.970032,550.436951,634.098999,775.213989,816.834961,1003.119934,1188.75,
12.7,335.80899,339.014008,569.473999,547.653015,634.328003,775.328003,816.987,1003.77002,1189.059937,
12.72,335.503998,338.822998,568.710999,544.601013,634.212952,775.824036,816.949036,1004.719971,1188.97998,
12.74,335.237,338.44101,568.139038,541.51001,634.518982,776.091003,817.368958,1004.950073,1189.02002,
12.76,334.85498,338.289001,566.651001,537.733948,635.052979,775.937988,817.596985,1005.290039,1189.059937,
12.78,334.28299,338.708008,564.782043,534.338013,635.43396,776.625,817.483032,1005.519958,1189.399902,
12.8,334.207001,338.785004,562.874023,531.515015,635.510986,776.663025,817.635986,1006.590027,1189.589966,
12.82,333.902008,339.052002,561.196045,528.044006,636.654968,776.777954,817.788025,1006.929993,1189.73999,
12.84,333.940002,340.005005,558.562988,524.533997,636.846008,777.350037,818.093018,1007.050049,1189.900024,
12.86,333.862976,341.951019,556.007019,522.015991,637.914001,777.769958,818.436951,1007.72998,1190.089966,
12.88,333.177002,344.736023,553.412964,519.880005,638.409973,777.960022,818.588989,1007.959961,1190.130005,
12.9,333.252991,348.627014,550.169983,517.742981,639.249023,778.303955,818.588989,1008.419983,1189.939941,
12.92,332.756989,353.776978,547.195007,516.637024,640.164978,778.494019,819.314026,1008.990051,1189.969971,
12.94,332.298981,360.567993,544.562012,517.171021,640.241028,778.494019,819.009033,1009.220032,1190.130005,
12.96,332.337006,367.701996,541.091003,518.392029,640.583984,779.066956,819.54303,1009.639954,1190.130005,
12.98,332.184998,375.445984,537.886047,520.414001,641.041992,779.18103,819.54303,1009.909973,1190.199951,
13,331.880005,384.144012,534.681946,523.237,640.966003,779.638977,819.54303,1010.630005,1190.430054,
13.02,331.651001,393.223999,531.096008,527.51001,640.890015,780.172974,820.077026,1011.049988,1190.23999,
13.04,331.307007,402.303009,527.585999,531.934998,640.737,780.478027,820.22998,1011.170044,1190.320068,
13.06,331.040009,411.841003,524.533997,537.237976,640.775024,780.859985,820.802002,1011.590027,1190.469971,
13.08,330.696991,421.721008,520.947998,543.188965,641.117981,780.973999,820.572998,1011.890076,1190.549927,
13.1,330.888,431.067993,517.476013,548.643982,641.5,781.431946,820.802002,1012.040039,1190.23999,
13.12,330.734985,440.109009,514.234009,553.908997,641.575989,781.66095,821.412964,1012.240051,1190.51001,
13.14,330.354004,449.303009,510.419006,560.317993,641.880981,782.194946,821.90802,1012.349976,1190.700073,
13.16,330.048004,458.078003,507.175995,565.850037,642.263,782.5,821.832031,1012.809998,1190.619995,
13.18,330.01001,466.127014,503.933014,571,642.454041,782.729004,822.480957,1012.959961,1190.73999,
13.2,329.858002,474.061981,500.766998,575.768982,643.29303,783.186951,822.862,1013.299927,1191.230103,
13.22,329.514008,481.958984,497.181,579.621948,643.446045,783.415955,822.747986,1013.880005,1191.040039,
13.24,329.247009,488.178009,494.282013,583.437012,643.86499,783.568054,822.862,1014.140015,1190.77002,
13.26,329.057007,494.395996,491.11499,586.06897,644.514038,784.063965,823.434021,1014.029968,1190.849976,
13.28,329.324005,500.613983,487.643982,588.929993,644.627991,784.484009,823.815979,1014.179932,1190.77002,
13.3,329.17099,505.649994,484.553009,590.951965,644.398987,784.750977,823.625,1014.179932,1191.119995,
13.32,329.057007,509.731995,481.845001,592.401978,644.437012,784.559998,823.73999,1014.369995,1191.079956,
13.34,328.980011,513.927979,478.71701,593.35498,644.437012,785.093994,824.197021,1014.75,1191.119995,
13.36,328.941986,516.903992,475.816986,594.117981,644.132019,785.627991,824.197021,1015.249939,1190.890015,
13.38,328.674988,519.307983,473.031982,593.812988,643.980042,786.123962,824.654968,1015.130066,1191.040039,
13.4,328.522003,521.406006,470.17099,593.583984,643.86499,786.276978,824.921997,1015.359985,1191.390015,
13.42,328.369995,523.199036,467.309998,592.859985,644.285034,786.77301,825.112976,1015.480042,1191.349976,
13.44,328.294006,523.846985,465.059021,591.447998,644.666016,787.192017,825.112976,1015.779968,1191.159912,
13.46,328.179016,524.304993,462.694,589.883972,645.048035,787.459045,824.921997,1015.630005,1191.459961,
13.48,328.179016,524.64801,460.518982,588.242981,645.735046,788.145996,825.417969,1015.859985,1191.540039,
13.5,327.759003,524.64801,459.18399,586.449951,645.963013,788.450989,825.265991,1015.939941,1191.540039,
13.52,327.569,523.962036,458.612,584.809998,646.458984,788.336975,825.34198,1015.779968,1191.880005,
13.54,327.835999,522.627014,458.725983,582.482971,647.413025,788.986023,825.761047,1016.549927,1191.920044,
13.56,327.644989,521.481995,460.367004,579.812012,647.718018,789.52002,825.914001,1016.73999,1191.769897,
13.58,327.644989,520.031982,463.571014,576.913025,648.481018,789.938965,826.409973,1016.970032,1192,
13.6,327.835999,518.087036,467.539001,573.822998,649.092041,790.625977,826.524048,1017.309998,1192.190063,
13.62,327.644989,516.484009,472.384003,570.770996,649.015015,791.427002,826.867981,1017.200012,1192,
13.64,327.264008,513.890015,478.563995,567.605042,649.16803,791.351013,826.94397,1017.580017,1192.420044,
13.66,327.644989,511.334015,485.202026,564.515015,649.244019,791.998962,827.172974,1018.030029,1192.720093,
13.68,327.187012,508.740021,492.488007,561.234009,648.939026,792.723999,827.401978,1018.22998,1192.909912,
13.7,326.843994,506.18399,500.157013,557.838013,648.939026,792.914978,827.440002,1018.26001,1193.369995,
13.72,326.920013,503.323029,507.328979,555.167969,649.130005,793.448975,827.782959,1018.869995,1193.789917,
13.74,326.843994,500.424042,514.997009,551.657959,648.825012,793.906982,828.203003,1019.180054,1193.900024,
13.76,326.615021,497.065979,522.627014,548.414978,649.16803,794.211975,828.356018,1019.369934,1194.319946,
13.78,326.424011,494.091003,529.799011,545.210999,649.778015,794.745972,828.507996,1019.639954,1195.050049,
13.8,326.501007,490.428009,536.970947,541.700989,650.236023,795.166016,828.890015,1019.790039,1194.859985,
13.82,326.539001,487.414978,543.417969,537.771973,650.618042,795.127991,829.041992,1020.02002,1194.820068,
