Time,0.1HZ,0.3HZ,0.7HZ,1HZ,3HZ,7HZ,10HZ,15HZ,30HZ,
43.84,326.234009,364.612,496.380005,502.636017,521.062012,696.434998,796.463013,891.455017,985.225952,
43.86,325.928009,363.810974,497.065979,505.345001,521.177002,696.473022,796.118958,891.340027,985.111023,
43.88,326.272003,363.238007,497.561981,508.130005,521.177002,695.710022,796.424988,891.188049,985.83606,
43.9,326.157013,362.399017,497.828979,510.800018,520.910034,695.557983,796.463013,891.035034,986.026978,
43.92,325.699005,361.826996,497.828979,513.471008,521.062012,695.747986,796.234009,890.997009,985.645996,
43.94,326.005005,361.026001,497.181,515.606995,520.947998,695.481018,796.005005,891.150024,985.83606,
43.96,326.309998,360.415009,496.722992,517.132996,520.757019,695.252014,796.309998,890.692017,986.141968,
43.98,325.699005,359.652008,496.34201,518.850037,520.947998,695.596008,796.118958,890.348022,985.83606,
44,325.928009,359.233002,495.158997,520.452026,521.023987,695.596008,796.118958,890.730042,986.141968,
44.02,325.928009,358.583984,494.358002,521.368042,520.910034,695.329041,796.347961,890.387024,986.370056,
44.04,325.623016,358.165009,493.632996,521.978027,520.910034,695.176025,796.271973,889.85199,986.44696,
44.06,325.546997,357.248993,492.527008,522.85498,521.406006,694.908997,796.042969,890.501038,986.522949,
44.08,325.699005,357.173004,490.924011,522.741028,521.596008,694.833008,796.234009,890.61499,986.828003,
44.1,325.471008,356.370972,489.933014,523.122009,521.596008,694.833008,796.234009,890.463013,987.056946,
44.12,325.699005,355.684998,488.292023,522.778992,521.215027,694.756958,796.271973,890.61499,986.980957,
44.14,325.85202,355.188995,486.346008,522.244995,521.062012,694.718018,796.271973,890.61499,987.438965,
44.16,325.242004,354.578003,485.087006,521.52002,520.452026,694.794983,796.118958,890.272034,987.781982,
44.18,325.165009,353.891998,483.446991,520.910034,520.643005,694.604004,796.15802,890.387024,987.743958,
44.2,325.242004,353.471985,481.462982,519.689026,520.947998,694.833008,795.776001,890.501038,988.04895,
44.22,325.394012,353.052002,480.165985,518.734985,520.565979,694.450989,795.813965,890.387024,988.201965,
44.24,325.08902,352.899994,478.488007,517.552979,519.91803,693.879028,795.700012,890.309998,988.162964,
44.26,325.08902,352.136993,476.655975,516.026978,519.994019,694.070007,795.661987,890.387024,988.162964,
44.28,325.318024,351.488007,474.824982,514.690979,520.147034,693.879028,795.432983,890.463013,988.201965,
44.3,325.279999,350.839996,473.260986,513.737976,520.565979,694.145996,795.622986,890.348022,988.086975,
44.32,325.318024,350.572998,471.391998,511.639008,520.071045,693.879028,795.471008,890.234009,988.201965,
44.34,325.394012,350.229004,469.675018,509.88501,519.880005,693.650024,795.013,889.929016,988.658997,
44.36,325.08902,349.772003,468.035004,508.588013,519.842041,693.955017,794.937012,889.814026,988.315979,
44.38,325.050995,349.505005,466.203979,506.985016,519.955994,693.916992,794.974976,889.738037,988.391968,
44.4,325.08902,348.550995,464.830017,505.154022,520.376038,693.841003,794.783997,889.317993,988.812012,
44.42,325.127014,348.39801,463.265991,503.857025,520.452026,693.497986,794.708008,888.937012,988.773987,
44.44,325.318024,348.093018,461.549011,502.139984,520.109009,693.612,794.440979,888.822021,988.658997,
44.46,325.356018,347.597015,459.604004,500.271027,519.689026,693.382996,794.25,888.708008,988.658997,
44.48,325.013,347.101013,457.886993,498.477997,519.765015,693.345032,794.440979,888.403015,988.812012,
44.5,324.860016,346.949005,456.398987,497.027985,519.72699,693.497986,794.632019,888.098022,988.277954,
44.52,324.479004,346.376007,454.834991,495.083008,519.613037,693.153992,794.36499,887.945007,988.735962,
44.54,324.516998,345.880005,453.118011,493.67099,519.72699,693.230957,794.211975,887.525024,989.002991,
44.56,324.479004,345.652008,451.210999,491.993011,519.117004,693.497986,794.135986,887.60199,988.315979,
44.58,324.516998,345.041016,449.914001,489.971008,518.812012,693.153992,794.174011,887.296021,988.658997,
44.6,324.516998,344.469025,448.121002,488.63501,519.231018,693.269043,793.945007,886.799988,988.735962,
44.62,324.479004,344.202026,446.328003,487.605011,519.231018,693.458984,793.945007,886.723999,988.468994,
44.64,324.669006,343.973022,444.763977,486.27002,519.307983,693.116028,793.906982,886.114014,988.391968,
44.66,325.013,343.553009,443.619019,485.545013,519.155029,692.924988,793.487,885.846985,988.658997,
44.68,324.516998,343.439026,441.940979,485.698029,518.850037,693.078003,793.411011,885.541992,988.315979,
44.7,324.516998,343.019012,440.490997,485.736023,519.079041,693.078003,793.335022,885.388977,988.125,
44.72,324.402008,342.256012,439.194,487.109009,519.155029,693.002014,793.524963,885.197998,988.315979,
44.74,324.173004,342.141998,437.743988,488.826019,519.384033,693.040039,793.411011,885.083984,988.391968,
44.76,324.479004,341.913025,436.600006,490.46701,519.231018,692.924988,792.914978,884.817017,988.201965,
44.78,324.516998,341.645996,436.638,493.02301,519.002014,692.77301,792.877014,884.85498,988.086975,
44.8,324.402008,341.226013,436.371002,495.617004,518.734985,692.65802,792.572021,884.549988,988.162964,
44.82,324.631012,340.882996,436.446991,498.362976,518.621033,692.544006,792.723999,884.28302,988.086975,
44.84,324.860016,340.578003,438.201996,501.415009,518.621033,692.506042,792.761963,884.28302,987.743958,
44.86,324.631012,340.234009,439.652008,504.391022,518.392029,692.239014,792.380981,884.015991,988.010986,
44.88,324.402008,340.119995,441.63501,507.138,517.515015,692.239014,792.380981,883.633972,987.514954,
44.9,324.402008,339.738007,444.687012,510.265991,517.362,692.390991,792.265991,883.825012,987.628967,
44.92,324.288025,339.127991,447.548981,512.479004,517.591003,692.429016,792.151978,883.825012,987.438965,
44.94,324.479004,338.975006,450.752991,515.072998,517.286011,692.239014,792.343018,883.786987,987.552979,
44.96,324.516998,338.860992,454.338989,517.666992,517.591003,692.124023,792.304993,883.749023,987.438965,
44.98,324.479004,338.36499,457.695984,519.192993,517.629028,692.239014,791.998962,883.596008,987.47699,
45,324.288025,338.289001,461.167999,520.68103,517.437988,692.048035,792.114014,883.176025,987.171997,
45.02,324.402008,338.022003,464.601013,522.015991,517.018982,691.89502,791.922974,883.176025,986.904968,
45.04,324.364014,337.792999,467.69101,522.512024,516.942017,691.705017,791.960999,882.870972,986.942993,
45.06,324.13501,337.677979,470.666992,523.237,517.437988,691.514038,791.960999,882.641968,986.637024,
45.08,324.326019,337.677979,473.643005,523.88501,517.247009,691.438049,791.427002,882.413025,986.370056,
45.1,324.440002,337.029999,476.083984,523.657043,517.286011,691.552002,791.083984,882.299011,986.789978,
45.12,324.173004,336.725006,478.488007,523.504028,517.171021,691.476013,791.083984,881.878967,987.094971,
45.14,324.326019,336.953003,480.089996,523.390015,516.674988,691.322998,791.083984,881.841003,986.980957,
45.16,324.097015,337.334991,481.958984,522.512024,516.866028,690.751038,790.85498,881.878967,987.056946,
45.18,324.021027,337.984009,482.989014,522.054016,516.789978,690.789001,790.73999,882.031982,987.47699,
45.2,324.13501,338.975006,483.675995,521.368042,516.866028,690.598022,790.930969,881.765015,987.056946,
45.22,324.212006,340.997009,484.47702,519.536011,516.103027,690.598022,790.205994,881.231018,986.484985,
45.24,324.173004,343.820007,484.706024,518.315979,515.682983,690.446045,790.434998,881.153992,987.133057,
45.26,324.212006,346.720001,484.896973,517.362,516.065002,690.522034,790.434998,881.307007,987.018982,
45.28,324.212006,350.343994,485.087982,515.797974,516.140991,690.675049,790.09198,881.078003,986.33197,
45.3,324.288025,355.03598,484.973022,514.463013,515.797974,690.446045,790.015991,880.926025,986.484985,
45.32,324.288025,360.071991,484.629974,513.013,516.026978,690.29303,790.167969,880.848999,987.209961,
45.34,324.059021,365.604004,483.561981,511.066986,516.026978,690.179016,789.862976,880.886963,986.751953,
45.36,324.288025,371.402008,482.68399,509.464966,515.835999,690.064026,789.862976,880.58197,986.751953,
45.38,324.326019,377.200989,482.03598,508.09198,515.989014,689.988037,790.09198,880.658997,987.209961,
45.4,324.479004,383.457977,480.890991,506.18399,516.179016,690.179016,789.596008,880.848999,987.133057,
45.42,324.593018,389.790009,480.165985,504.505981,516.140991,690.026001,789.709961,880.58197,986.713989,
45.44,324.364014,395.70401,478.792999,502.560028,515.76001,689.796997,789.557983,880.429993,986.789978,
45.46,324.402008,401.617004,477.533997,500.842987,515.56897,689.872986,789.328979,880.619995,986.44696,
45.48,324.25,407.110016,476.503998,498.631012,515.377991,689.759033,789.367004,880.963989,986.179993,
45.5,324.097015,412.18399,475.244995,497.218994,515.339966,689.338989,788.870972,880.619995,986.33197,
45.52,324.326019,417.257996,473.985992,496.151001,515.111023,689.301025,789.138,880.734985,986.522949,
45.54,324.402008,421.835999,472.269012,493.786011,514.882019,689.149048,788.870972,880.926025,985.950989,
45.56,324.364014,425.84198,470.705017,491.877991,514.424011,688.996033,789.023987,880.886963,985.912964,
45.58,324.364014,429.618011,469.140991,490.505005,514.234009,688.843018,788.794983,880.697021,985.721985,
45.6,324.25,432.860992,467.768005,489.246002,514.119019,689.225037,788.604004,880.810974,985.225952,
45.62,324.326019,435.492981,466.394012,487.529022,514.385986,689.109985,788.336975,881.002014,985.225952,
45.64,324.25,438.277985,465.13501,486.918976,514.195984,689.033997,788.299011,880.58197,985.225952,
45.66,324.173004,440.109009,463.418976,486.07901,513.776001,688.843018,788.145996,880.77301,984.157959,
45.68,324.25,441.178009,462.312012,485.659973,513.661011,688.5,788.031982,881.307007,984.309998,
45.7,324.440002,442.742004,460.32901,486.499023,513.776001,688.462036,788.299011,881.192993,984.615051,
45.72,324.516998,443.657013,458.536011,487.872009,513.890015,688.920044,788.336975,881.192993,984.195984,
45.74,324.669006,444.267975,457.161987,489.437012,513.661011,688.575989,787.687988,881.153992,984.080994,
45.76,324.669006,444.878021,455.826996,491.535004,513.622986,688.424011,787.612,881.268982,983.928955,
45.78,324.631012,444.801971,454.415009,493.862,513.203979,688.729004,787.841003,881.115967,983.852966,
45.8,324.097015,444.153015,452.699005,496.34201,513.088989,688.157043,787.382996,881.382996,983.470947,
45.82,324.097015,444.000977,451.019989,498.707001,513.127014,688.386047,787.115967,881.192993,983.317993,
45.84,324.173004,443.772003,449.799011,502.139984,512.89801,688.653015,787.536011,881.039978,983.165955,
45.86,324.173004,442.856018,448.425995,504.65799,512.669983,688.119019,787.307007,881.153992,983.242004,
45.88,324.13501,441.712006,446.976013,506.717987,512.25,687.812988,787.115967,880.963989,983.317993,
45.9,324.212006,441.062988,445.564972,509.69397,511.906982,687.92804,787.231018,881.039978,983.165955,
45.92,324.440002,439.84198,444.076996,512.020996,512.096985,687.812988,786.963989,880.926025,982.898987,
45.94,324.25,438.355011,442.246002,513.622986,511.906982,687.470032,786.810974,881.039978,982.822021,
45.96,324.402008,437.47699,441.253998,516.026978,512.020996,687.432007,786.619995,880.734985,982.746033,
45.98,324.25,435.759979,439.994995,517.858032,511.945007,687.356018,786.619995,880.810974,982.708008,
46,324.13501,434.233978,438.277985,517.666992,511.791992,687.394043,786.505981,880.58197,982.288025,
46.02,324.097015,433.014008,437.134003,519.346008,512.020996,687.203003,786.810974,880.58197,981.906982,
46.04,324.13501,431.526001,435.912994,520.109009,511.906982,686.820984,786.77301,880.77301,982.020996,
46.06,324.212006,429.580017,434.462982,519.955994,512.174011,686.744995,786.77301,880.239014,982.097961,
46.08,324.097015,427.902008,433.356995,520.260986,512.096985,686.364014,786.963989,880.352966,981.906982,
46.1,324.13501,426.375977,432.402985,520.109009,512.020996,686.097046,787.002014,880.505981,981.60199,
46.12,324.097015,424.163025,431.755005,519.192993,511.791992,686.057983,786.619995,880.390991,981.372986,
46.14,324.097015,422.52298,431.449005,518.77301,511.829987,686.210999,786.924988,880.276978,981.906982,
46.16,324.021027,420.652985,431.526001,518.658997,511.945007,686.325012,787.078003,880.123962,981.334961,
46.18,323.753998,419.126984,432.326996,517.323975,511.945007,686.249023,786.924988,880.163025,981.525024,
46.2,323.868011,416.915009,434.005005,515.835999,511.829987,686.13501,786.924988,880.200989,981.334961,
46.22,323.983002,415.122009,435.608002,515.226013,511.448975,685.677002,787.078003,879.742981,981.525024,
46.24,323.830017,413.671997,437.743988,514.005005,511.295959,685.486023,787.078003,880.123962,981.257996,
46.26,323.983002,412.145996,440.682007,512.516968,511.411011,685.447998,786.315002,879.589966,981.563965,
46.28,324.059021,409.971008,443.657013,511.600983,511.334015,685.523987,786.810974,879.627991,981.639954,
46.3,323.563019,408.407013,447.128998,509.845978,511.37204,685.372009,787.039978,879.552002,981.220032,
46.32,323.792023,406.729004,450.410004,508.014984,511.411011,684.98999,786.315002,879.513977,981.830994,
46.34,323.601013,404.668976,454.109985,506.451019,511.600983,685.257019,786.352966,879.437988,981.791992,
46.36,323.753998,402.990021,457.65799,505.078003,511.677979,685.18103,786.429016,879.437988,981.487,
46.38,323.830017,401.731018,461.397003,503.475006,512.174011,684.98999,786.239014,879.171021,981.60199,
46.4,323.906006,399.899994,464.792023,501.605988,512.401978,684.723022,785.93396,879.018005,982.135986,
46.42,323.792023,398.335999,467.195007,500.271027,512.440979,684.914001,786.505981,879.284973,981.677979,
46.44,323.563019,396.772003,469.865997,498.553986,512.363953,684.41803,786.352966,879.247009,981.449036,
46.46,323.372009,395.092987,472.688995,496.569977,512.592957,684.151001,786.162048,879.513977,981.449036,
46.48,323.716003,393.871979,474.710999,495.425995,512.479004,683.997986,786.239014,879.552002,981.411011,
46.5,323.716003,392.269989,476.579987,493.937988,512.325989,684.342041,786.01001,879.552002,981.029968,
46.52,323.830017,390.667999,478.526001,491.343994,512.25,683.541016,785.856995,879.398987,981.067993,
46.54,323.487,389.333008,479.974976,489.971008,512.287964,683.692993,785.856995,879.742981,981.067993,
46.56,323.830017,387.692017,480.738007,488.75,511.716003,683.692993,785.856995,880.047974,980.686035,
46.58,323.753998,386.20401,481.540009,486.84201,511.945007,683.121033,785.742981,879.934021,981.067993,
46.6,323.258026,385.022003,481.882996,485.774017,511.829987,683.083008,785.781006,880.315002,981.067993,
46.62,323.487,383.83902,481.958984,484.973022,511.716003,683.197021,785.933044,880.163025,980.762024,
46.64,323.334015,382.580017,481.997009,484.057007,511.219971,683.083008,785.781006,880.276978,980.419006,
46.66,323.563019,381.244995,481.882996,483.446991,511.334015,683.045044,785.781006,880.697021,980.419006,
46.68,323.601013,379.872009,481.044006,483.790009,511.411011,683.350037,785.742981,881.115967,979.656006,
46.7,323.487,378.53598,480.699982,485.087982,511.219971,683.426025,785.742981,881.078003,979.579956,
46.72,323.372009,377.354004,480.432983,486.194,511.448975,683.197021,786.123962,881.307007,979.579956,
46.74,323.296021,376.208984,479.785004,487.834015,511.677979,683.005981,786.085999,881.344971,979.503967,
46.76,323.296021,375.445984,478.677979,489.550995,511.182007,682.892029,785.781006,881.573975,979.731995,
46.78,323.296021,374.110992,477.458008,491.648987,510.990967,683.197021,785.933044,881.955994,979.694031,
46.8,323.334015,372.813995,476.388977,494.587006,510.761963,682.968018,785.93396,881.916992,979.351013,
46.82,323.334015,371.975006,475.207001,497.294983,511.028992,683.083008,785.704956,881.72699,978.968994,
46.84,323.448975,371.020996,473.605011,499.621979,510.151978,682.892029,785.81897,881.878967,978.855042,
46.86,323.258026,369.686005,472.459991,502.368988,510.113007,682.663025,785.856995,881.72699,978.664001,
46.88,323.029022,368.731995,471.354004,504.810974,509.998962,682.51001,785.513977,881.841003,978.473999,
46.9,322.685974,368.083008,469.828003,506.985016,509.998962,682.434021,785.704956,881.994019,978.549988,
46.92,322.380005,367.167999,468.339996,509.503021,509.922974,682.358032,785.781006,881.72699,978.664001,
46.94,322.266022,365.871002,467.309998,511.334015,509.88501,681.976013,786.162048,881.460022,978.511963,
46.96,322.228027,365.337006,465.784027,512.745972,509.464966,681.862,785.81897,881.497986,978.855042,
46.98,322.228027,364.764008,464.067017,514.005005,509.351013,681.747986,785.89502,881.192993,979.045959,
47,322.34201,363.391022,462.769989,514.997009,509.388977,681.900024,785.971985,880.963989,978.588013,
47.02,321.808014,363.200012,461.205994,515.721008,509.57901,681.824036,785.933044,880.848999,978.778992,
47.04,321.312012,362.666016,459.56601,516.21698,509.960999,681.518982,785.627991,880.468018,979.045959,
47.06,321.274017,361.522003,458.153992,516.294006,509.998962,681.557007,785.247009,880.658997,978.817017,
47.08,321.388977,360.949005,456.665985,516.255981,509.998962,681.289978,785.360962,880.505981,978.664001,
47.1,321.388977,360.033997,455.177979,515.911987,510.037018,681.137024,785.322998,879.895996,978.664001,
47.12,321.655975,359.003998,453.575989,515.56897,510.074982,681.061035,785.589966,879.322998,978.702026,
47.14,321.732025,358.278992,452.049988,514.919983,509.88501,680.679016,785.666992,878.97998,979.465027,
47.16,321.388977,358.126007,450.906006,514.500977,510.114014,680.640991,785.132019,878.789001,981.945007,
47.18,321.274017,357.707001,449.609009,513.164978,509.69397,680.679016,785.360962,878.140991,979.694031,
47.2,320.968994,356.677002,447.739014,511.829987,509.235992,680.603027,785.399048,878.179016,980.304993,
47.22,320.472992,355.722992,446.442017,510.45697,509.274017,680.640991,785.284973,877.872986,983.051025,
47.24,320.81601,355.493988,445.412018,509.274017,509.122009,680.679016,784.865051,877.453979,982.097961,
47.26,321.007019,354.617004,443.886017,508.014984,508.740021,680.26001,784.903992,877.224976,982.479004,
47.28,321.045013,353.967987,442.550995,506.756012,508.85498,680.221985,784.789001,877.187012,983.661987,
47.3,320.968994,353.587006,441.062988,505.154022,508.85498,680.26001,784.674988,876.804993,982.669983,
47.32,320.931,353.320007,439.765991,503.552032,508.320984,679.916016,784.674988,876.61499,982.517029,
47.34,320.625977,352.557007,438.355011,502.255035,508.664001,679.572998,784.674988,876.270996,983.509033,
47.36,320.931,352.098999,437.096008,500.919983,508.85498,679.534973,785.018005,875.966003,983.356995,
47.38,321.007019,351.259003,435.912994,499.240997,508.664001,679.22998,784.674988,875.966003,982.783997,
47.4,320.81601,350.764008,434.691986,497.105011,508.206024,679.11499,784.445984,875.927979,982.936951,
47.42,320.931,350.039001,433.319,495.27298,508.434998,679.497009,784.21698,875.966003,982.783997,
47.44,320.892975,349.885986,431.907013,493.747009,508.167969,679.153015,784.063965,875.661011,982.440979,
47.46,320.931,349.772003,430.915009,492.069,508.206024,678.695984,783.873047,875.890015,982.669983,
47.48,320.511017,348.855988,430.533997,490.428009,508.548981,678.580994,784.026001,875.927979,982.631958,
47.5,320.778015,348.513,430.725006,488.979004,507.78598,678.085022,783.873047,875.812988,982.17395,
47.52,320.968994,348.246002,430.687012,487.262024,507.480988,678.35199,783.529968,875.698975,982.288025,
47.54,320.701996,347.75,431.067993,485.35498,507.404968,678.237976,783.415955,875.85199,982.326965,
47.56,320.854004,346.910004,432.251007,484.324982,507.175995,678.313965,783.721008,875.698975,981.449036,
47.58,320.740021,346.453003,434.386993,483.141998,507.251984,678.505005,783.377991,875.737,981.449036,
47.6,320.587006,346.453003,436.675995,481.386993,507.328979,678.505005,783.072021,875.85199,981.563965,
47.62,320.472992,345.880005,439.345978,480.548004,506.794983,678.656982,783.33905,875.85199,981.639954,
47.64,320.091003,345.537018,442.016998,480.203979,506.794983,678.35199,783.568054,875.890015,981.296997,
47.66,319.671997,345.156006,445.14502,480.127991,506.833008,678.429016,783.377991,875.737,981.411011,
47.68,319.748016,344.507019,448.807007,480.623993,506.641998,678.429016,783.721008,875.890015,981.525024,
47.7,320.282013,344.469025,452.088013,482.074005,507.02298,678.429016,783.758972,875.774963,981.143982,
47.72,320.320007,344.431,455.635986,483.141998,506.946991,678.237976,783.492004,875.774963,981.029968,
47.74,320.053009,343.973022,459.108002,485.278015,507.062012,678.200012,783.644958,876.003967,981.220032,
47.76,320.358978,343.667999,462.121979,487.529022,506.909027,678.313965,784.330994,875.927979,980.64801,
47.78,319.824005,343.019012,465.25,490.161011,507.290009,678.505005,784.445984,876.003967,980.686035,
47.8,319.634003,342.866974,467.768005,493.098999,507.557983,678.619019,784.521973,876.195007,981.563965,
47.82,319.557007,342.409027,469.865997,495.884003,507.099976,678.429016,784.789001,875.966003,981.449036,
47.84,319.404999,342.141998,471.888,498.744995,506.833008,678.542969,784.369019,875.966003,980.991028,
47.86,319.595978,341.531006,473.794983,500.652008,506.870972,678.848022,784.484009,876.348022,981.067993,
47.88,320.091003,341.417023,475.39801,503.399017,506.299011,678.619019,784.484009,876.653015,980.991028,
47.9,320.167999,341.112,476.312988,505.61203,506.488983,678.848022,784.484009,876.424011,980.686035,
47.92,320.053009,341.035004,477.229004,507.78598,506.641998,679.039001,784.559998,876.424011,980.64801,
47.94,319.97699,340.578003,478.183014,509.769989,506.451019,679.153015,784.292969,876.348022,980.915039,
47.96,319.709991,340.044006,478.526001,511.37204,506.18399,679.268005,784.102051,876.537964,980.533997,
47.98,319.863007,339.96701,478.830994,512.592957,506.451019,679.611023,784.140991,876.729004,980.838989,
48,320.091003,339.356995,479.135986,513.890015,506.833008,679.840027,784.21698,876.804993,980.953003,
48.02,320.130005,339.242004,478.526001,514.385986,507.02298,679.726013,783.873047,876.575989,980.609985,
48.04,320.282013,339.319,478.029999,514.72998,506.794983,679.726013,783.606018,876.348022,979.999023,
48.06,320.397003,338.898987,477.533997,514.997009,506.946991,679.802002,783.453979,876.5,979.960999,
48.08,320.205994,338.173981,476.80899,514.72998,506.833008,679.992981,783.453979,876.653015,980.075989,
48.1,319.671997,338.135986,475.511993,514.271973,507.062012,679.955017,783.453979,876.537964,979.541992,
48.12,319.863007,338.251007,475.207001,513.813965,507.251984,679.877991,783.263,876.385986,979.80896,
48.14,319.557007,337.945007,474.100006,513.622986,507.557983,679.916016,783.033997,876.270996,979.427002,
48.16,319.786011,337.868988,472.536011,512.287964,507.099976,679.763977,782.805054,876.537964,979.427002,
48.18,319.557007,337.60199,471.467987,511.562988,506.909027,679.763977,782.919983,876.30896,978.93103,
48.2,320.244019,336.953003,470.324005,509.998962,507.02298,679.611023,783.072021,876.232971,979.122009,
48.22,320.205994,336.725006,468.76001,508.81601,506.985016,679.497009,782.766968,876.119019,978.740967,
48.24,320.511017,336.458008,467.768005,507.404968,506.833008,679.11499,782.881958,876.003967,978.321045,
48.26,320.472992,336.113983,466.279999,506.107971,506.717987,679.039001,782.766968,876.232971,978.282959,
48.28,321.236023,336.266998,465.021027,504.582001,506.680023,678.848022,782.881958,875.927979,978.397034,
48.3,322.189972,335.884979,463.571014,503.018036,506.375,678.771973,782.766968,875.812988,977.825012,
48.32,323.830017,335.695007,461.968994,501.263031,506.909027,678.734009,782.690979,875.774963,977.671997,
48.34,326.157013,335.884979,460.671997,499.966003,507.175995,678.656982,782.652954,875.774963,977.710022,
48.36,328.369995,335.388977,459.299011,498.477997,507.596008,678.35199,782.309021,875.585022,977.024048,
48.38,331.117004,335.426971,457.811005,496.760986,507.138,678.085022,782.385986,875.890015,976.795044,
48.4,334.816986,336,455.940979,495.196991,507.519012,677.89502,782.61499,875.585022,977.062012,
48.42,338.44101,336.64798,454.529999,493.365997,507.519012,677.932983,782.729004,875.585022,976.56604,
48.44,342.256012,338.173981,452.812988,491.497009,507.633972,677.89502,782.309021,875.545959,976.375,
48.46,347.139008,340.311005,451.402008,489.39801,507.97702,677.932983,782.652954,875.737,976.261047,
48.48,351.794006,343.210022,450.295013,487.757996,507.671997,677.513,782.5,875.661011,976.375,
48.5,356.256989,346.528992,448.731018,486.194,507.556976,677.627014,782.309021,875.85199,976.032043,
48.52,361.255005,350.076996,447.205017,484.706024,506.985016,677.359985,782.385986,875.927979,975.955994,
48.54,365.833008,354.806976,445.793976,482.912994,507.21402,677.245972,782.690979,875.774963,975.80304,
48.56,370.791992,360.338989,444.801971,481.27301,507.290009,676.825989,782.652954,875.890015,975.574036,
48.58,375.40799,365.871002,443.046997,480.319,506.794983,676.635986,782.42395,875.661011,975.269043,
48.6,380.062012,371.630981,441.55899,479.326996,506.488983,676.291992,782.61499,875.585022,975.078003,
48.62,384.564026,377.238983,440.79599,478.450012,506.527008,676.140015,782.766968,875.812988,974.848999,
48.64,388.226013,382.694977,438.964996,477.725006,506.451019,676.062988,782.538025,875.661011,974.697021,
48.66,391.773987,388.531006,437.781982,477.64798,506.375,675.987,782.729004,875.698975,974.468018,
48.68,395.588989,394.55899,436.789978,477.992004,506.527008,676.520996,782.766968,875.774963,974.048035,
48.7,398.373993,399.975983,435.303009,479.518005,506.18399,676.291992,782.42395,875.698975,974.430054,
48.72,400.967987,405.050018,433.890991,481.044006,505.802979,676.329956,782.766968,875.432007,973.743042,
48.74,403.486023,409.933014,432.822998,482.645996,505.917023,675.911011,782.766968,875.812988,973.667053,
48.76,405.622009,414.854004,431.488007,484.629974,505.993011,675.795959,782.881958,875.507996,973.667053,
48.78,406.958008,418.554993,430.458008,487.03302,505.61203,675.911011,782.729004,875.088989,973.667053,
48.8,408.407013,422.21701,429.466003,489.856018,505.459015,675.948975,782.729004,875.356018,973.552002,
48.82,409.208008,425.574005,428.473999,492.069,505.345001,675.682007,783.033997,875.278992,973.590027,
48.84,410.238007,428.359009,427.596008,494.471985,505.001007,675.719971,782.919983,875.049988,973.743042,
48.86,410.924988,431.182007,428.054016,497.027985,504.77301,675.719971,782.805054,875.278992,973.322998,
48.88,411.268005,432.975006,428.28302,499.049988,504.620026,675.643982,782.690979,875.164978,972.751038,
48.9,411.649994,434.72998,428.894012,500.766998,504.352997,675.643982,783.033997,875.011963,973.018005,
48.92,411.268005,436.217987,430.496002,503.207977,504.238007,675.528992,782.843018,874.70697,972.942017,
48.94,410.924988,437.28598,432.213013,504.239014,504.238007,674.95697,782.690979,874.859985,972.675049,
48.96,410.429016,438.126007,434.540009,505.383026,503.894989,675.14801,782.995972,874.554993,972.751038,
48.98,409.589996,438.735992,437.171997,506.909027,504.276978,675.60498,782.881958,874.248962,972.789001,
49,409.132019,438.582977,440.605011,507.175995,504.428986,675.337952,782.957947,874.515991,971.988037,
49.02,408.140015,438.355011,443.886017,507.596008,504.428986,675.377014,782.843018,874.401978,971.683044,
49.04,407.263,438.315979,447.472015,508.053009,504.46701,675.337952,782.805054,874.059021,971.567993,
49.06,406.042023,437.667999,451.173004,507.443024,504.46701,675.414978,782.919983,874.172974,971.263,
49.08,404.859009,436.942993,454.567993,507.671997,504.428986,675.528992,782.766968,874.401978,971.301025,
49.1,403.791016,436.82901,457.619995,507.175995,504.46701,675.682007,782.61499,873.94397,971.301025,
49.12,402.380005,435.950989,461.243988,506.451019,504.962982,675.566956,782.42395,873.677002,971.796997,
49.14,401.235016,434.462982,464.487,505.573975,504.962982,675.528992,782.271057,874.020996,971.416016,
49.16,399.403992,433.319,466.509003,505.002014,504.733978,675.682007,781.85199,873.752991,970.920044,
49.18,398.069,431.678009,469.21701,503.857025,504.46701,675.60498,781.698975,874.13501,970.653015,
49.2,396.427979,430.725006,471.429993,502.560028,504.886993,675.719971,781.508057,874.288025,970.195007,
49.22,394.901978,429.161011,473.222992,501.415009,504.733978,675.795959,781.66095,873.94397,969.812988,
49.24,393.453003,428.054016,474.673004,499.928009,504.46701,675.872986,781.279053,873.867981,969.85199,
49.26,391.889008,426.299011,476.121979,498.515991,504.391022,675.833984,780.935974,874.325989,969.812988,
49.28,390.171997,424.468018,476.924011,497.143005,504.696014,675.719971,780.935974,874.364014,969.92804,
49.3,388.799011,422.636993,477.800995,495.730988,504.505981,675.911011,780.707031,874.364014,969.278992,
49.32,387.653992,421.339996,478.183014,494.358002,504.505981,675.719971,780.630981,873.94397,969.241028,
49.34,385.975006,419.813995,478.334991,492.106995,504.733978,675.682007,780.401978,874.440002,969.165039,
49.36,384.258972,418.096985,478.259003,490.657013,505.039978,675.528992,780.02002,874.364014,968.554993,
49.38,382.656006,416.379974,478.296997,489.322021,505.001007,675.453003,779.791016,874.782959,967.944031,
49.4,381.207001,414.359009,477.838989,487.796021,505.115997,675.261963,779.791016,874.782959,967.867981,
49.42,379.718994,412.717987,477.342987,485.888977,505.001007,675.414978,779.715027,874.822021,967.906006,
