Time,0.1HZ,0.3HZ,0.7HZ,1HZ,3HZ,7HZ,10HZ,15HZ,30HZ
0,294.048004,293.552002,291.529999,291.453979,292.865997,299.88501,292.559998,291.569,285.273987
0.02,295.269012,295.498016,293.247009,293.208984,294.619995,301.716003,294.162994,293.437988,286.113007
0.04,296.986023,297.213989,294.811005,294.886993,295.994019,303.813995,295.841003,295.078003,287.410004
0.06,298.701996,299.389008,296.299011,296.451996,297.175995,305.835999,297.596008,296.451996,288.821991
0.08,300.53299,300.723999,298.054016,297.97699,299.197998,308.125,299.88501,298.73999,289.889984
0.1,302.44101,302.363983,299.809021,299.923004,300.761993,309.612976,301.907013,300.572021,291.911987
0.12,304.385986,304.118988,301.411011,301.791992,302.592987,311.482025,303.813995,302.212006,293.475983
0.14,305.988007,305.531006,303.546997,303.85199,304.768005,313.046021,306.065002,304.768005,295.421997
0.16,307.743011,307.476013,305.226013,305.606995,306.828003,314.533997,308.087006,306.561005,297.367004
0.18,309.269012,309.651001,306.828003,307.437988,309.040009,316.670013,309.956024,308.391998,299.502991
0.2,310.986023,310.909973,309.040009,309.040009,310.490021,319.225983,311.825012,310.146973,301.678009
0.22,312.434998,311.978027,310.375,310.490021,312.167999,321.209015,313.503998,311.863007,304.118988
0.24,313.351013,312.970001,311.482025,312.016022,313.313019,322.926025,315.144012,313.313019,306.561005
0.26,314.64801,313.960999,312.626007,312.893005,314.152008,324.56601,317.050995,315.563995,309.002014
0.28,315.945007,314.304993,313.427002,314.037994,315.334991,325.863983,319.148987,317.96701,311.32901
0.3,317.279999,315.869019,314.800995,315.182007,317.127991,327.733002,320.446014,319.798004,313.351013
0.32,317.890991,317.013,316.097992,316.670013,319.035004,329.411011,321.858002,320.980988,315.067993
0.34,318.958984,317.623993,317.013,317.317993,319.911987,330.746002,323.651001,322.697021,317.279999
0.36,319.988983,318.347992,317.661987,317.890991,321.438019,332.72998,325.062012,323.536011,319.606995
0.38,320.903992,318.539001,318.309998,318.768005,322.125,334.026978,326.893982,325.444,321.781982
0.4,321.324005,318.768005,318.768005,319.531006,322.430023,334.751984,328.114014,327.237,324.452026
0.42,321.934021,319.416992,319.187988,319.721985,323.154999,336.23999,329.526001,328.800995,326.855011
0.44,322.125,319.606995,319.68399,320.027008,324.146973,337.498993,330.898987,330.326996,329.373016
0.46,322.544983,319.798004,320.140991,320.713989,324.795013,338.681,331.852997,332.119995,331.013
0.48,322.888,319.988983,320.294006,320.903992,325.634979,339.55899,333.492981,333.264008,332.691986
0.5,322.697021,319.721985,320.369995,320.713989,326.436005,340.627014,334.751984,334.141998,334.332001
